collection,slug,title,country,region,city,address,lat,lon,listing_url,notes
vendors,pixie-truck,Pixie Truck,New Zealand,Hawke's Bay,Havelock North,"10 Napier Road, Havelock North 4130",,,/vendors/pixie-truck/,Coordinates missing — address can be used for lookup
vendors,salty-swamis,Salty Swamis,New Zealand,Tasman,Marahau,"14 Harvey Road, Marahau",,,/vendors/salty-swamis/,Coordinates missing — address can be used for lookup
vendors,scarecrow,Scarecrow,NZ,Auckland,Auckland,"33 Victoria Street East, Auckland",,,/vendors/scarecrow/,Coordinates missing — address can be used for lookup
vendors,she-universe-chocolate,She Universe Chocolate,NZ,Canterbury,Christchurch,"Riverside Market Lane, 84 Cashel Street, Christchurch Central",,,/vendors/she-universe-chocolate/,Coordinates missing — address can be used for lookup
vendors,sherwood-queenstown,Sherwood Queenstown,NZ,Otago,Queenstown,"554–558 Frankton Road, Queenstown 9300, New Zealand",,,/vendors/sherwood-queenstown/,Coordinates missing — address can be used for lookup
vendors,the-dukes-of-sandwich,The Dukes of Sandwich,New Zealand,Canterbury,Christchurch,"The Commons, corner of Kilmore & Durham Streets, Christchurch 8013",,,/vendors/the-dukes-of-sandwich/,Coordinates missing — address can be used for lookup
vendors,the-good-spot-caravan,The Good Spot Caravan,New Zealand,Otago,Wānaka,"34 Anderson Road, Wānaka",,,/vendors/the-good-spot-caravan/,Coordinates missing — address can be used for lookup
vendors,the-waiheke-bean,The Waiheke Bean,New Zealand,Auckland,Ostend,"20 Tahi Road, Ostend, Waiheke Island 1081",,,/vendors/the-waiheke-bean/,Coordinates missing — address can be used for lookup
vendors,triple-one-coffee,Triple One Coffee,New Zealand,Bay of Plenty,Tauranga,"832 Cameron Road, Tauranga 3112",,,/vendors/triple-one-coffee/,Coordinates missing — address can be used for lookup
vendors,vitality-organics,Vitality Organics,New Zealand,Bay of Plenty,Mount Maunganui,"322 Maunganui Road, Mount Maunganui 3116",,,/vendors/vitality-organics/,Coordinates missing — address can be used for lookup
vendors,waiheke-distilling-co,Waiheke Distilling Co.,New Zealand,Auckland,Waiheke Island,"258 Cowes Bay Road, Waiheke Island",,,/vendors/waiheke-distilling-co/,Coordinates missing — address can be used for lookup
vendors,yolanda-and-wolfe-coffee-caravan,Yolanda and Wolfe Coffee Caravan,New Zealand,Auckland,Hobsonville,"Unit 5, 3 Workspace Drive, Hobsonville, Auckland",,,/vendors/yolanda-and-wolfe-coffee-caravan/,Coordinates missing — address can be used for lookup
vendors,zens-kitchen,Zen's Kitchen,New Zealand,Tasman,Murchison,"38 Waller Street, Murchison 7007",,,/vendors/zens-kitchen/,Coordinates missing — address can be used for lookup
